word,count;
Zeolite,3;
CURRENT,3;
Enhancement,3;
design,3;
LUBRICATING,3;
mixture,3;
ionization,3;
OXYGEN-FREE,3;
oder,3;
DIFFERENT,3;
laser,3;
ACTIVE,3;
CARBOHYDRATES,3;
autogyro,3;
effect,3;
REGENERATIVE,3;
THROUGH,3;
disk,3;
PASSENGER,3;
plastic,3;
controlled,3;
STRUCTURE,,3;
MICELLAR,3;
rapid,3;
HORIZONTAL,3;
stop,3;
molybdenum-based,3;
Recovery,3;
unauthorized,3;
INTERLOCK,3;
TCAS,2;
PUNCTURE-RESISTANT,2;
dual-fuel,2;
Decahydronaphthalene,2;
Deflector,2;
travel,2;
Communicating,2;
characterization,2;
low,,2;
Tilt-rotor,2;
launch,2;
remotely-piloted,2;
peaks,2;
achieve,2;
cable,2;
RF,2;
evaluation,2;
Flugzeuge,2;
LOW-BTU,2;
pipeline,2;
farm,2;
FRAMEWORK,2;
新規な往復動機械およびその他の装置,2;
STOICHIOMETRIC,2;
port,2;
Number,2;
Bio-Oils,2;
Facile,2;
Feuerlöschen,2;
HALON,2;
acid,,2;
rigidized,2;
Rocket-powered,2;
intelligent,2;
OBJECTIVE,2;
Luftfahrzeug,2;
DRIVETRAIN,2;
VITAL,2;
stocks,2;
Biodiesel,2;
Chemoautotrophic,2;
alloy,2;
MOUNTING,2;
FUEL-BASED,2;
(dynastat),2;
FLAP,2;
radical,2;
molten,2;
MULTI,2;
TILTING,2;
esp.,2;
GLOBAL,2;
Lignin-Solvent,2;
FRICTIONAL,2;
cylinder,2;
BIO-ETHANOL,2;
RELIABLE,2;
glucosinolates,2;
Brennprozess,2;
BIOMAGNETIC,2;
resourcing,2;
AIRFOIL,2;
Betreiben,2;
HYDROUS,2;
CLEAN,2;
Gradiator,2;
BUTENES,2;
Fused-ring,2;
GOODS,2;
Controlling,2;
demand,2;
GROUNDING,2;
AVOID,2;
composites,2;
stepper,2;
agent,2;
SPENT,2;
AIR,,2;
transporter,2;
CONTROLLABLE,2;
cartridge,2;
LOOSE,2;
ALL,2;
Hilfsgenerator,2;
REDUCE,2;
Plasma-catalyzed,,2;
soil,2;
DISTILLATES,2;
Mach,2;
deployment,2;
salts,2;
WINDOW,2;
SEQUESTRATION,2;
SWIRLER,2;
HOLISTIC,2;
Monitoring,2;
"""SO-120"",2";
シリコーンポリマー,2;
servo,2;
(DIRCM),2;
Reliable,2;
elimination,2;
abrasive,2;
DC,2;
ALGAE,2;
goods,2;
Manufacture,2;
Genetically,2;
capable,2;
optical,2;
ship,2;
comprises,2;
INHIBITING,2;
carbide,2;
synthases,2;
medicine,2;
TERRAIN,2;
induced,2;
PANEL,2;
DMFCs,2;
Fatty,2;
再生可能な生成物を製造するためのプロセス,2;
REFORMER/CPN,2;
new,2;
Common,2;
Transient,2;
INSURANCE,2;
Organic,2;
SECTION,2;
燃焼器の運転効率と排出性能を最大化できる燃焼装置,2;
SECTIONS,2;
Gasturbinenanlage,2;
CARGO,2;
burning,2;
RESISTANT,2;
domains,2;
CHARGED,2;
IN-SITU,2;
reduction,2;
reactive,2;
Cyclic,2;
ROTATION,2;
configured,2;
FUELING,2;
ASSEMBLY,,2;
Converting,2;
über,2;
ガソリンエンジンの燃料送出システム、空気取り入れシステムおよび燃焼室を清浄化させるための組成物,2;
blending,2;
Crash,2;
Separation,2;
fluids,2;
technique,2;
benetzende,2;
KINGDOMS,2;
CONCEPT,2;
hot,2;
fine,2;
incendivity,2;
latch,2;
log,2;
TECHNIQUES,2;
Mittel,2;
OLIGOMERIZATION,2;
TURBULENCE,2;
Pure,2;
Unsupported,2;
doors,2;
commercial,2;
electro-photosynthesis,2;
CLONING,2;
WATER,,2;
MAINTAINING,2;
POWER-TO-X,2;
PYROLYSIS/OXIDATION,2;
Formulation,2;
Thermally-Integrated,2;
rockets/,2;
All-Steam,2;
prototyping,2;
can,2;
cultural,2;
HETEROPOLYACID,2;
mixed,2;
Spill,2;
security,2;
REPLACEABLE,2;
Preserving,2;
und/oder,2;
along,2;
apart,2;
obtained,2;
silicon,2;
FAIRING,2;
【発明の名称】スプレイノズル及びその製造方法,2;
AIRBAGS,2;
Regenerative,2;
Employing,2;
technology,2;
balance,2;
remotely,2;
CHEMOAUTOTROPHIC,2;
main,2;
graphene,,2;
LAUNCH,,2;
RING,2;
Vermeidung,2;
cloning,2;
REINFORCED,2;
under,2;
CG,2;
apparatuses,2;
FOAMS,2;
FILM-FORMING,2;
MOLYBDENUM-BASED,2;
THROAT,2;
Capture,2;
Hybrid-Electric,2;
INDICATION,2;
(eVTOL),2;
SUPERCONDUCTING,2;
GLIDER,2;
ignition,,2;
FOUR,2;
TESTING,2;
SIMULATION,2;
RELEASING,2;
INTERFERENCE,2;
fraction,2;
EFFERVESCENT,2;
partial,2;
STEERING,2;
DRONE,2;
four,2;
ENGINEERED,2;
ALMOST,2;
SPACECRAFT,2;
Middle,2;
LOAD,2;
operated,2;
SENSOR,2;
boosters,,2;
MAKE,2;
AEROSPACE,2;
isoprene,2;
Turbocraft,2;
desparity,2;
gasolines,2;
Diesel,2;
tricyclic,2;
impact,2;
synthesizing,2;
TRANSPARENT,2;
yield,2;
scrubbing,2;
Providing,2;
multi-mission,2;
FURAN,2;
ALLOYED,2;
DRAG,,2;
separations,2;
Techniques,2;
POINT,2;
B,2;
horizontally,2;
takeoff/landing,2;
AUGMENTED,2;
COMPUTER,2;
endothermic,2;
wastes,2;
moveable,2;
ORTHO-PHOSPHATE,2;
FIBER-REINFORCED,2;
transparent,2;
protecting,2;
INJECTORS,2;
direct,2;
building,2;
Fail-operational,2;
vehicular,2;
pre-refined,2;
energies,2;
adaptively,2;
RAILWAY,2;
(CO2),2;
emulsion,2;
ENVIRONMENTALLY-CLEAN,2;
MULTICOPTER,2;
ROBOT,2;
Cooling,2;
Radical,2;
paraffin,2;
automatic,2;
particle,2;
opposed,2;
AUS,2;
EVAPORATOR,2;
homogeneous,2;
EXPOSED,2;
syngas,2;
already,2;
CAPABILITY,2;
ENTERTAINMENT,2;
CROSS,2;
Fast,2;
Partial,2;
Bioremediation,2;
ELEVATED,2;
enriched,2;
throttle,2;
enthaltende,2;
yields,2;
5-methyl-2-furoic,2;
Secure,2;
electrostatic,2;
LATTICE,2;
Fluorocarbon,2;
balloon/airship,2;
KEROGEN,2;
FORMAT,,2;
waste,,2;
Inductive,2;
spanning,2;
WATER-BASED,2;
thereby,2;
Useful,2;
microorganisms,2;
POST-EVENT,2;
initialization,2;
Tubular,2;
LUBRICANTS,,2;
CHARGE,2;
retrofit,2;
oxygenates,2;
facilitating,2;
stabilize,2;
Herstellungsverfahren,2;
START,2;
Structure,,2;
Radial,2;
needs,2;
Geared,2;
DIMERIZATION,2;
sesquiterpenes,2;
ice,2;
COSMIC,2;
CIVIL,2;
FERMENTATIVE,2;
MONOXIDE,2;
PLAN,2;
actuators,2;
electronic,2;
Comparative,2;
HYDROCARBONS,,2;
ROUTING,2;
azides,2;
gel,2;
METHANOL,2;
NON-CONTACT,2;
Sustained,2;
Biochemical,2;
noise,2;
oilseed,2;
AEROGELS,2;
Nozzle,2;
dimensional,2;
genomes,2;
implement,2;
SUBSURFACE,2;
PENETRATION,2;
CONTROLLER,2;
Offshore,2;
ink,2;
times,2;
COATED,2;
MOVEMENT,2;
徐放性マイクロカプセル,2;
Trans-orbital,2;
冷却フィンを備えたケーシングを有するガスタービンエンジン,2;
Jet,2;
active,2;
fabricating,2;
SLOTTED,2;
VAPORISATION,2;
MAGNETOHYDRORESONANT,2;
TALL,2;
Polyfurcous,2;
COOLANT,2;
FREE,2;
COMPRISES,2;
SUBSTANCE,2;
C1-SUBSTRATES,2;
reforming,2;
pad,2;
Compact,2;
SURFACE,,2;
RESISTANCE,2;
nitrogen,2;
TAKEOFF/LANDING,2;
turbo-machine,2;
"""SO-80"",2";
conditioner,2;
manipulating,2;
is,2;
OUTPUT,2;
Ramjet,2;
Swirler,2;
INFILTRATION,2;
LOW-OCTANE,2;
Interdigitated,2;
WINGS,2;
ADJUSTING,2;
CHAIN,2;
ATMOSPHERIC,2;
INLET,2;
counterswirling,2;
metering,2;
Coating,2;
conduit,2;
FERMENTATION,2;
OPERATIONAL,2;
ESCAPE,2;
MINERAL,,2;
Lignin-solvent,2;
EXPENDABLE,2;
AERONAUTICAL,2;
CARBON-NEUTRAL,2;
DIRECT,2;
ELECTROCHEMICALLY,2;
METHANE-SULFONIC,2;
HOST,2;
concentrate,2;
tar,2;
INDUCED,2;
ULTRASONIC,2;
monitor,2;
Prognostic,2;
LOADS,2;
olefin,2;
NET,2;
layered,2;
PRESERVING,2;
cooperative,2;
UNSTEADY,2;
SET,2;
mikrobiellem,2;
OXYHYDROGEN,2;
transient,2;
different,2;
Dreistufiger,2;
SAVINGS,2;
wheel,2;
ALTITUDE,2;
STEEL,2;
lower-molecular,2;
pollutants,2;
low-Btu,2;
mounting,2;
TWO-STAGE,2;
"""SO-100"",2";
ANHYDROUS,2;
molecular,2;
Times,2;
SAILING,2;
GAUGING,2;
Breaking,2;
Robust,,2;
RE-ENTRY,2;
VOLTAGE,2;
airship,2;
(McIn),2;
edges,2;
FOAMABLE,2;
BIODIESEL,2;
cup,2;
LATCH,2;
post-event,2;
SECURE,2;
SAME.,2;
deren,2;
Mixed,2;
STATIONARY,2;
it,2;
Tuned,2;
GENERAL,2;
MONOTERPENE,2;
operational,2;
AIRSPACE,2;
lockout,2;
(SUPERFAN),2;
KINETIC,2;
ESCAPELET,2;
resistance,2;
refuse,2;
HYDROLYSIS/HYDROPROCESSING,2;
FORMED,2;
EFFECT,2;
Augmenter,2;
emissions,2;
BALLOON/AIRSHIP,2;
LOCATION,2;
PER,2;
Direct,2;
Counter,2;
(EVTOL),2;
ROAD,2;
IMPACT,2;
PURIFIED,2;
V/STOL,2;
INCENDIVITY,2;
STRESSES,2;
VERIFICATION,2;
COMPETITION,2;
Photoluminescent,2;
vibration,2;
MEDICINE,2;
LOADING,2;
reduce,2;
Four-cylinder,,2;
5-(chloromethyl)-2-furaldehyde,2;
DUCT,2;
CURRENCY,2;
storages,2;
Plasma-Catalyzed,,2;
four-cycle,,2;
turbo,2;
PRESSURE-FED,2;
REGULATING,2;
utilization,2;
SPECIFIC,2;
tribologically-beneficial,2;
ELIMINATES,2;
TROPOSPHERIC,2;
COMPRESSOR,2;
exit,2;
CAPACITY,2;
Treated,2;
racing,2;
Upset,2;
cartridges,2;
POUR,2;
internal-combustion,2;
SAFE,2;
PREVENTING,2;
Feuerverhütung,2;
ELECTRICITY,2;
組成物,2;
RESOURCES,2;
devices,,2;
methanol,,2;
Measuring,2;
Helicopter,2;
THEIR,2;
Telecommunications,2;
eVTOL,2;
crankcase,2;
injected,2;
森林管理システム,2;
IGNITABLE,2;
ACCORDING,2;
BOILING,2;
STACK,2;
Microwave,2;
To,2;
aerovehicle,2;
window,2;
multi-rotor,2;
PORTABLE,2;
spill,2;
Acids,2;
Tanks,2;
Supersonic,2;
box,2;
SUBSCRIPTION-BASED,2;
MAIN,2;
switch,2;
HIGH-OCTANE,2;
aeronautical,2;
FACILITATION,2;
conductive,2;
Operation,2;
competition,2;
TRAVELING,2;
EARTH,2;
low-,2;
Gel,2;
net,2;
anticipating,2;
FORMULATIONS,2;
ATTRIBUTES,2;
Energie,2;
SPARGING,2;
exchanger,2;
electrochemical,2;
RENDERED,2;
responsive,2;
STABILITY,2;
VEHICULAR,2;
SALT,2;
Manganese,2;
catalysts,2;
fold,2;
FISCHER-TROPSCH,2;
Homogeneous,2;
REACTOR,,2;
onto,2;
OPENINGS,2;
Multifuel,2;
Emissions,2;
Catalysts,2;
Co-axial,2;
meals,2;
LUFTFAHRZEUG,2;
transforming,2;
ENZYMES,2;
said,2;
floating,2;
CMAS,2;
GENOMES,2;
FORECASTING,2;
BIO-BASED,2;
increasing,2;
mast,2;
rotation,2;
registry,2;
ALKENE,2;
thereof,,2;
ANTICIPATING,2;
OPTIMISING,2;
low-and,2;
ALERTING,2;
ENERGY,,2;
packaging,2;
SUPPLEMENTAL,2;
IT,2;
Barrel-type,2;
ZINDLER,2;
MOUNTED,2;
Vernichtung,2;
Drive,2;
Design,2;
Foam,2;
CLASS,2;
Structures,,2;
Sprühdüse,2;
PRINTED,2;
WINDBAGS,2;
MARINE,,2;
CATASTROPHIC,2;
Directed,2;
HYDROXYCYCLOALKANES,2;
ORBITAL,,2;
extraction,2;
RIGIDIZED,2;
high-protein,2;
combustor/generator,2;
phase,2;
AEROVEHICLE,2;
Sequential,2;
DETECTING,2;
PERMANENT,2;
Power-to-X,2;
TRIPLE-FUSELAGE,2;
SAME,,2;
REMOTE,2;
SERIES,2;
photocatalytic,2;
damping,2;
INFLATION,2;
CONDUIT,2;
Submersible,2;
Manifold,2;
cyclic,2;
displaying,2;
CIRCUIT,2;
methane-sulfonic,2;
FLAMMABLE,2;
Geometry,2;
Nebenläufern,2;
共通入口プレナム及び共通出口プレナムを有する積重ね可能な燃料電池発電機構成,2;
presence,2;
PARTICLES,2;
COMPOUNDS,,2;
PIVOTALLY,2;
Treatment,2;
class,2;
TURBOFAN,2;
HYDRORESONANT,2;
EXPLOSIVE,2;
SMOOTH,2;
upon,2;
driver,2;
countermeasures,2;
"""SO-70"",2";
dependent,2;
tactical,2;
lubricated,2;
VIBRATION,2;
PEAK,2;
ENERGIZING,2;
DESALINATED,2;
Terpene,2;
NATIONAL,2;
Butanol,2;
trajectories,2;
METHANOL,,2;
Core,2;
heavier,2;
NEEDS,2;
setpoints,2;
where,2;
activation,2;
catalyzed,2;
increased,2;
pending,2;
infinitely,2;
attachment,2;
POLYIMIDE,2;
pump,2;
CAN,2;
Density,2;
location,2;
Trifluid,2;
EDGE,2;
Brennprozess.,2;
BLEACHING,2;
DIMERIZATION/OLIGOMERIZATION,2;
electrode,2;
middle,2;
non-flammable,2;
FAULT,2;
overheat,2;
EFFECT,,2;
EFFLUENT,2;
Bewuchs,2;
uses,,2;
カーボンナノチューブ被覆電線およびその施工方法、識別マークの検出方法,2;
TURBOMACHINE,2;
Positive-displacement,2;
economic,2;
AUTOMATED,2;
UNSATURATED,2;
パッケージ化推進薬空気誘導可変推力ロケット・エンジン,2;
PROTECTIVE,2;
FUEL-SAVING,2;
Co2,2;
sands,2;
filmbildende,2;
fuselage,2;
warning,2;
satellite,2;
MICROBES,2;
Protection,2;
pilot,2;
BEARING,2;
NAVIGATIONAL,2;
INTEGRAL,2;
piston,,2;
expander,2;
lift,2;
FORCING,2;
RECEIVING,,2;
Heliplane,2;
TURBINES,2;
properties,2;
BYPASS,2;
Safety,2;
Material,2;
liberation,2;
grain,2;
algal,2;
Antrieb,2;
DAMPING,2;
Environment,2;
Anhydrous,2;
EMBODIMENT,2;
pre-cooling,2;
(SOLAR,2;
supernormal,2;
biochemical,2;
zumindest,2;
ION-EXCHANGE,2;
GENERATOR,,2;
UNDER,2;
construction,2;
Heating,2;
detachable,2;
BOUNDARY,2;
WORKING,2;
infiltration,2;
Over-ride,2;
Steuerung,2;
Thorium,2;
ACCOMPLISHING,2;
Ortho-phosphate,2;
Cleaning,2;
unsteady,2;
aliphatic,2;
VOLUME,2;
ADAPTATION,2;
scramjet,2;
interface,2;
Quiet,2;
CONTROLLER,,2;
Spectrum,2;
time,2;
SHEETS,2;
Recycling,2;
Clamp,2;
ENGAGING,2;
TEXTILES,2;
Enhanced,2;
Tilt,2;
Combined,2;
absorbers,2;
assisted,2;
ABLATIVE-COOLING,2;
DECOMPOSITION,2;
Single,2;
tasks,2;
CRAFT,2;
zu,2;
RULES,2;
RADIATIVE,2;
THAT,2;
ESTERS,2;
manifold,2;
Turbo,2;
CAPTURED,2;
ZUR,2;
oxygenating,2;
motors,2;
Venturiless,2;
HEAVIER,2;
WIND),2;
ADULTERATED,2;
recovering,2;
Pollution,2;
structural,2;
brige,2;
interdigitated,2;
limited,2;
MODULE,2;
explosion,2;
running,2;
Float,2;
Geared-neutral,2;
Oxide,2;
SENSITIVITY,2;
CIRCULATING,2;
FLUOROCARBON,2;
Highly,2;
costs,2;
FAIL-OPERATIONAL,2;
SEAL,2;
Methanol,2;
conditioning,2;
biomass-derived,2;
Ignition-quenching,2;
protect,2;
Integral,2;
Propeller,2;
FÜR,2;
EIN,2;
BATTERY,,2;
BIOREMEDIATION,2;
Microorganisms,2;
SUPPORTING,2;
Kohlenwasserstoff,,2;
Traffic,2;
NANOPARTICLES,2;
DISC,2;
PAD,2;
FILTER,2;
ratio,2;
UNSUPPORTED,2;
premixed,2;
biplane,2;
application,2;
LIGNOCELLULOSIC,2;
TARGETED,2;
Mantelluftstromtriebwerk,2;
COMPUTER-IMPLEMENTED,2;
All-steam,2;
atomizing,2;
Capillary,2;
winged,2;
urban,2;
Logging,2;
ELEMENT,2;
"""SO-110"",2";
HYDROGELS,2;
EMITTING,2;
IMPACT-RESISTANT,,2;
valveless,2;
STABLE,2;
primary,2;
NUMBER,2;
DOOR,2;
0,2;
SELBSTRAGEND,,2;
STAGE,2;
universal,2;
indication,2;
peak,2;
transition,2;
Windenergieanlage,2;
DETERMINATION,2;
Performance,2;
Charge,2;
play,2;
RECYCLABLE,2;
C2+,2;
INVOLVING,2;
DESTRUCTION,2;
GRAPHENE,2;
arranged,2;
AUTHENTICATION,2;
SHOCK,2;
esters,2;
carbon-neutral,2;
positively,2;
enhancing,2;
OPEN,2;
numbered,2;
VGO,2;
Accomplishing,2;
Characterization,2;
WATERBAGS,2;
beam,2;
Generation,2;
fighter,2;
Assembly,2;
STAGNANT,2;
MILL,2;
THEREFOR,2;
RECIPROCATING,2;
Augmentor,2;
COMMON,2;
sintering,2;
hydrotreating,2;
COUNTER,2;
SENSING,2;
ETHANOL,2;
integrity,2;
LIMITING,2;
TOXICITY,2;
TORSIONAL,2;
MANIPULATING,2;
Formulierungen,2;
katalytischen,2;
ALTERNATIVES,2;
Pollutants,2;
fiber,2;
Operations,2;
FAILURES,2;
バイオマスからの有機化合物を一部含有する航空燃料,2;
SENSORS,2;
SAUCER,2;
OSCILLATIONS,2;
DEOXYGENATION,2;
SPONTANEOUS,2;
RECYCLING,2;
Effervescent,2;
FAST,2;
graphene,2;
disc,2;
cell/combustor,2;
Pressure,2;
duct,2;
ULTRA,2;
CARINATA,2;
performed,2;
PRIVATE,2;
ISO-OLEFINIC,2;
external,2;
altitude,2;
formations,2;
FLASH,2;
functions,2;
Block,2;
MAGNETIC,2;
REMOTELY-PILOTED,2;
FAMILIES,2;
CURVE,2;
ALONG,2;
deflector,2;
Tandem,2;
バイオ再生可能ケロシン、ジェット燃料、ジェット燃料ブレンドストック、および製造方法,2;
Wäßrige,,2;
responsible,2;
ETHYLENE,2;
SETPOINTS,2;
BOOSTER,2;
FIRST,2;
HYDROGEN,,2;
STOCK,2;
non-equilibrium,2;
hydrocarbons,,2;
stroke,2;
international,2;
BATTERY),2;
retorting,2;
Strömungsmaschine,2;
stresses,2;
propeller,2;
VERWENDUNG,2;
acoustical,2;
flap,2;
flash,2;
FOLD,2;
VALIDATING,2;
STROKE,2;
PROPELLER,2;
フラッシュバックバリアを備えた火花一体型推進薬噴射器ヘッド,2;
reciprocating,2;
water-based,2;
systemTM,2;
HYDROPHOBIC,2;
微生物感染症の治療及び予防,2;
elements,2;
top-quality,2;
SUITABLE,2;
LEAST,2;
ACID,,2;
Load,2;
tuning,2;
Seabasing,2;
which,2;
SECURITY,2;
ACE,2;
FRACTIONS,,2;
植物脂質から工業製品を製造する工程,2;
TRANSMITTING,2;
OVER,2;
system,,2;
fueling,2;
dynamic,2;
drag,2;
NON-FLAMMABLE,2;
various,2;
Idle,2;
ROBOTICS,1;
Energieeffiziente,1;
THROTTLE,1;
CARBOHYDRATE,1;
connected,1;
RESOURCE,1;
inverted,1;
Petroleum,1;
shroud,1;
Atemgas,1;
Alkalisulfonate,1;
blendstocks,1;
Dual-Fuel,1;
Flammable,1;
bicyclic,1;
Tracking,1;
enhancement,1;
airflow,1;
ELECTRICALLY,1;
DISPENSING,1;
EXPLOSION,1;
APPLICATION,,1;
HYPERTHERMOPHILIC,1;
SERVICE,1;
TERPENES,1;
REDUNDANCY,1;
TRACTION,1;
BIPOLAR,1;
fuel-hot-melt-arc-firing,1;
augmentor,1;
extension,1;
CROSS-SECTION,1;
turf,1;
networked,1;
"""KARAVAN"",,1";
prop-rotor,1;
Acoustic,1;
POLARITY,1;
ACCUMULATOR,1;
erhaertende,,1;
FLUGZEUG,1;
wall,1;
air-to-air,1;
HIGH-QUALITY,1;
fuelling,1;
gas-fired,1;
hyperbaric,,1;
gratvity,1;
fused-ring,1;
retirements,1;
stabilizer,1;
dimer,1;
THREE,1;
OLEFIN,1;
transport/crane,1;
Turbo-Strahlmaschinen,1;
"VELOTRAIN"",1";
DEOXYGENATION,,1;
multistage,1;
joint,1;
scaling,1;
used,1;
TURBINE,,1;
Application,1;
Water,1;
conditioners,1;
drift,1;
THEREBY,1;
ELECTRIFIED,1;
PURE,1;
SLIDING,1;
FISSION,1;
airfield,1;
VALVING,1;
EMPENNAGE,1;
ARM,1;
amino,1;
PASSAGEWAYS,1;
even,1;
(SAF),1;
KOLBE,1;
MANUFACTURED,1;
TURBOCRAFT,1;
CO-SOLVENTS,1;
SESQUITERPENES,,1;
Mix,1;
Aqueous,1;
HIGHLY-CONDUCTIVE,1;
MODIFYING,1;
Thermocleavable,1;
Tuning,1;
submersible,1;
sealants,1;
AROMATIC,,1;
Loading,1;
NON-UNIFORM,1;
FUNCTIONS,1;
oxidant,1;
Durable,1;
detectors,1;
Wind,1;
Having,1;
Multiphase,1;
odd,1;
CART,1;
GRAPHENE,,1;
発電のための方法及び太陽電池式の風力発電装置,1;
ガソリン,1;
Geschwindigkeit,1;
critical,1;
Rigid,1;
Reforming,1;
FESCUE,1;
Axial,1;
Data,1;
biogas,1;
present,1;
Biofuels,1;
reales,1;
geeignete,1;
MULTI-TANK,1;
Gasturbinen,,1;
orbit,1;
turbo-generator,1;
joined,1;
morphing,1;
purpose,1;
forecasting,1;
AGR044-312D,1;
RECYCLE,1;
COOKING,1;
Framing,1;
Kraftanlagen,1;
schädliche,1;
heat-engine-driven,1;
Clean,1;
SPILL,1;
ANTIOXIDANTS,1;
roasters,1;
powerplant,1;
piloting,1;
RESIDUAL,1;
spectral,1;
SPECTROMETRY,1;
composite-based,1;
AERIAL-TO-GROUND,1;
Staging,1;
BURST,1;
Colloidal,1;
PURIFICATION,1;
within,1;
inoperative,1;
FOLDING,1;
TUBULAR,1;
subsequent,1;
FUER,1;
sucking,1;
residues,1;
HANDLING,1;
magnesium,1;
ethers,1;
UPSTREAM,1;
pivotally,1;
National,1;
Superfragile,1;
“SO-90”,1;
DH-040.008,1;
simulating,1;
thereto,1;
field,1;
Dielectric,1;
V-TAIL,1;
CHANGE,1;
VERIFYING,1;
sheets,1;
office,1;
POLYOLS,1;
waveguide,1;
MICRONUTRIENT,1;
evacuating,1;
Porous,1;
SORTABLE,1;
fueled,1;
END,1;
Dimerization/Oligomerization,1;
AIRFIELD,1;
ZIRCONIUM,1;
telescoping,1;
layers,1;
turbine-air,1;
FLUORINE,1;
Druck,1;
dynamics,1;
Cyclic,,1;
Montgolfier,1;
Deposit,1;
rise,1;
modified,1;
tip-jet,1;
inter-vehicle,1;
CONTAMINATED,1;
Fractions,1;
SCRUBBING,1;
PULL-THROUGH,1;
panels,1;
MECHANICAL,1;
COMPREHENSIVELY,1;
condenser,1;
ROD,1;
BIPROPELLANT,1;
DEPOSITS,1;
adaptor,1;
TAXIING,1;
special,1;
Tip,1;
waterproof,1;
火炎抑制システムおよび航空機用火炎抑制システム,1;
mix,1;
CO2-enriched,,1;
Waste-based,1;
modules,1;
Requiring,1;
stream,1;
framing,1;
erhöhten,1;
Anfahren,1;
dgl.,1;
微生物でグラフェンオキシドを還元することによって窒素および硫黄でグラフェンをドープする方法、それにより得られた窒素および硫黄でドープされたグラフェンならびにその使用,1;
Motor,1;
MONITOR,1;
Hydrocarbon-Based,1;
ZETA,1;
tests,1;
DATUM,1;
BUOYANT,,1;
LIFT,1;
beaver-tail,1;
Discharge,1;
UTILISING,1;
upstream,1;
Sulfur,1;
LIQUID-FUELED,1;
roadable,1;
tandem,1;
turboshaft,1;
EITHER,1;
borhaltigen,1;
feeding,1;
Airplane,1;
Steam,1;
On,1;
Real-time,1;
propulsor,1;
PROVIDED,1;
WELL,1;
Cooled,1;
ingestion,1;
EVALUATION,1;
航空機のウィングボックスから発した気体及び/または液体が当該航空機の機体胴体部の中へ侵入することを防止する装置,1;
NIEDRIGEN,1;
ハイブリッド電動飛行機を使用する地域航空交通網を実施するためのシステム及び方法,1;
Resistance,1;
Biorecognition,1;
SECONDARY,1;
Asphalt,1;
(AKERS),1;
silicone,1;
EFFECTIVE,1;
collecting,1;
SHORT,1;
NANO-AERO,1;
dielectric,1;
option,1;
situation,1;
FEED,,1;
HYDRO-TURBINE,1;
Luftfahrzeuge,1;
ORTHO-PHOSPHATE,,1;
OVATUM,1;
BENEFIT,1;
AUTHORITY,1;
Multi-cylinder,1;
SUSTAINING,1;
DIESELFUEL,1;
Tertiary,1;
grinding,1;
Compound,1;
Bearing,1;
Improved,1;
3-DIMENSIONAL,1;
STATIC,1;
distrubuted,1;
Luftfahrzeugantriebssystem,1;
curing,1;
軟質ポリウレタンフォーム用の反応性難燃剤,1;
Vortriebsschub,1;
COMBUSTOR,,1;
BUS,1;
(MTJ),1;
Ace,1;
access,1;
parameter,1;
adhesion,1;
VERBINDUNGEN,1;
Musterfaktorsteuerung/regelung,1;
Inert,1;
plasma-catalyzed,,1;
Dimerization,1;
fire-suppression,1;
green,1;
'SO-60',1;
Convertiblade,1;
ultra,1;
LITHIUM-SELENIUM,1;
AEROPLANE,,1;
LANDENDES,HYBRID,1;
不均一系水素触媒反応器,1;
genannt,1;
SUSPENSION,1;
OXYFUEL,1;
paraffins,1;
Hydrogels,1;
Used,1;
insulator,1;
Networks,1;
irrigation,1;
USES,,1;
outer,1;
Flugzeugkonfigurationen,1;
ALL-STEAM,1;
OILSWITH,1;
nuclear,1;
Inflatable,1;
WASHING,1;
grid,1;
発射システム,1;
風エアエンジン、即ち燃料エネルギーの代わりに風力気圧が利用されるエンジン,1;
Pulsed,1;
core,1;
blockage,1;
shoe,1;
OBJECTS,,1;
Drift,1;
managing,1;
Produced,1;
displacement,1;
ANNULI,1;
Dense,,1;
effluents,1;
Charging,1;
COLLECTION,1;
redundancy,1;
Lasten,1;
EARTH'S,1;
energetischen,1;
【発明の名称】航空機の重量および重心表示器,1;
algae,1;
flameless,1;
Line,1;
ROTORCRAFT,,1;
pumps,1;
USE,,1;
LEVELS,1;
Semi-Trailers,1;
choice,1;
solid-state,1;
Ballistically,1;
Moiety,1;
turbosupercharger,1;
REVERSAL,1;
ihrer,1;
イオン性単元推進剤を用いて低圧で点火する高温ガス発生装置,1;
DEVICE,,1;
combines,1;
Extension,1;
launched,1;
Roasters,1;
fairing,1;
GLYCOL,1;
Auslösung,1;
FLUGKEROSIN,1;
BLENDSTOCK,1;
limit,1;
Aircraft,,1;
hubs,1;
Tight,1;
(BEV),,1;
Carbide,1;
MILITARY,1;
EXPANDABLE,1;
DOWNSTREAM,1;
Absolute,1;
mileage,1;
propellants,1;
DENSIFICATION,1;
deployed,1;
Underwater,1;
ASSISTED,1;
HELICOPTERS,1;
REALIZING,1;
bzw.,1;
SPOUTED,1;
"""MUVVER,1";
FIBRES,1;
aehnliche,1;
SYNGAS,1;
sustained-G,1;
rank,1;
MICROOGANISMS,1;
Convertible,1;
obtaining,1;
AV,1;
concepts,1;
condensing,1;
ABRASIVE,1;
GELLED,1;
CONDITIONING,1;
MINERAL-BASED,1;
Pressure-Based,1;
Cooler,1;
Storage,,1;
Fats,1;
