Document Number,Document Type,Publication Date,Title,Abstract,Inventor Name,Assignee,Filing Date
WO/2017/127068A1,WIPO,2017-07-27,AIR TURBINE STARTER AND STARTING METHOD THEREOF,"An air turbine starter (ATS) assembly includes a rotatable pinion gear (72) wherein the rotatable pinion gear is coupled to a combustion engine (10), a speed sensor (78) measuring the rotational speed (302) of the rotatable pinion gear (72), a torque sensor (79) providing a torque output (304) indicative of a torque experienced by the pinion gear (72), and a controller module configured to operate a starting sequence for the ATS assembly such that the rotational speed (302) is controllably increased while the torque output (304) is kept below the start sequence torque threshold (310).",LEDESMA LEDESMA SAÚL (MX); BLANCO AVILÉS RUBÉN (MX),GE AVIATION SYSTEMS INC (US),2016-01-20
WO/2014/155208A1,WIPO,2014-10-02,SEMI-AUTOMATIC COLLECTIVE PITCH MECHANISM FOR A ROTORCRAFT,"Disclosed is a novel jump take-off rotorcraft rotor head comprising: (i) two or more rotor blades and/or rotor blade attachment means, wherein said rotor blades and/or said rotor blade attachment means are rotatably attached to rotate about a rotor axis, and pivot through a flapping and/or teetering hinge, and have a pitch angle; (ii) pitch angle changing means for collectively changing said pitch angle; (iii) centrifugal pitch stop mechanism having an activation point and comprising one or more centrifugal plates; and (iv) control means for providing a control input to said pitch angle changing means; wherein said centrifugal pitch stop mechanism is configured to attain an activated state and to interact with said pitch angle changing means; wherein said activated state is attained when the rotational speed of said rotor blades and/or said rotor blade attachment means is greater than said activation point and when a control input is provided by said control means; and wherein said activation point is less than the minimum rotational speed of the rotor blades that is required for flying the rotorcraft. Also disclosed is a method of performing a vertical takeoff and flight manoeuvre in a rotorcraft or autogyro; said method comprising the steps of: 1) providing a control input to set the pitch angle of the rotor blades collectively to a minimised drag collective pitch angle A; 2) prerotating said rotor blades to a speed which is greater than the minimum rotational speed of the rotor blades that is required for flying the rotorcraft or autogyro; 3) providing a control input to increase the pitch angle of said rotor blades collectively to a pitch angle C so as to perform a vertical takeoff manoeuvre; and 4) removing said control input and thereby reducing the pitch angle of said rotor blades collectively to a pitch angle B which is suitable for flying the rotorcraft.",FEARN MICHAEL (NZ); FEARN BRIAN (GB),FEARN MICHAEL (NZ); FEARN BRIAN (GB),2014-01-23
EP3181455A1,EP,2017-06-21,AN AIRCRAFT WITH A HOT AIR EXHAUST THAT COMPRISES TWO PIVOTALLY MOUNTED EXHAUST SECTIONS,"The invention is related to an aircraft with at least one engine that generates a hot air flow (7) in operation of the aircraft, wherein at least one hot air exhaust (6) is provided for exhausting the generated hot air flow (7), the at least one hot air exhaust (6) comprising at least one first exhaust section (6a) that is mounted in a rotatable manner to at least one second exhaust section (6b) via an associated off-axis swivel joint (10), wherein an actuating member (11) is provided that is adapted for applying a turning moment to the at least one second exhaust section (6b) in operation of the aircraft in order to displace a longitudinal axis (6g) of the at least one second exhaust section (6b) with respect to a longitudinal axis (6e) of the at least one first exhaust section (6a) by a predetermined displacement angle (12b).
",WELLHAUSEN CHRISTIAN (NL),"AIRBUS HELICOPTERS DEUTSCHLAND GMBH (86609 Donauwörth, DE)",2015-12-16
WO/2024/010472A2,WIPO,2024-01-11,CATALYTIC CONVERSION METHOD OF CARBONACEOUS FUEL INTO SYNTHESIS GAS AND APPARATUS FOR CATALYTIC CONVERSION OF CARBONACEOUS FUEL INTO SYNTHESIS GAS,"The method for catalytic oxidizing conversion of combustible carbonaceous matter into synthesis gas using a partial oxidation (POX) method is characterized by oxidation of said carbonaceous matter, which is in gaseous, vapor, or ash-free form, with an oxidizing agent in the presence of two consecutive POX catalysts supported on layered carriers. The first layer catalyst consists of a mixture of nickel and cerium oxides with a weight ratio of Ni/Ce ranging from 0.5:1.0 to 1.0: 1.0, exhibiting oxidizing properties towards said matter at temperatures ranging from 1200 to 800 °C. The second layer catalyst comprises metallic nickel or a mixture of nickel and cerium oxides with a weight ratio of Ni/Ce ranging from 2.0: 1 :0 to 10.0:1.0, demonstrating reduction-recombinatory properties at temperatures ranging from 800 to 300 °C. The temperatures within the layers of these catalysts gradually change along the direction of the inflowing feedstock from a maximum of 1200 °C upon contact with the first layer to a minimum of 300 °C at the outlet of the synthesis gas, which is the product of this conversion. The temperature of the first, initially cold catalyst layer during cold start-up is raised to at least 750 °C using a gliding electrical discharge GlidArc, after which the discharge is stopped. The invention also includes a reactor for catalytic oxygenation conversion of carbonaceous combustible matter using a partial oxidation (POX) method.",CZERNICHOWSKI ALBIN (PL); PRZEOREK JANUSZ (PL); TYKSINSKI MAREK (PL),CZERNICHOWSKI ALBIN (PL); PRZEOREK JANUSZ (PL); TYKSINSKI MAREK (PL),2023-07-08
EP0870819B1,EP,2004-03-03,"Additives for minimizing intake valve deposits, and their use","Abstract of EP0870819New, highly effective detergent/dispersants for use in spark ignition fuels are described. They are Mannich condensation products formed from (i) one mole part of at least one substituted hydroxyaromatic compound having on the ring both (a) an aliphatic hydrocarbyl substituent derived from a polyolefin having a number average molecular weight in the range of about 500 to about 3000, and (b) a C1-4 alkyl; (ii) from 0.8 to 1.5 mole part(s) of aliphatic polyamine having one and only one primary or secondary amino group in the molecule capable of participating in the Mannich condensation reaction; and (iii) from 0.8 to 1.3 mole part(s) of aldehyde, provided that the mole ratio of aldehyde to amine is 1.2:1 or less. Carrier fluids such as poly(oxyalkylene) compounds further enhance the effectiveness of these Mannich condensation products in minimizing or reducing intake valve deposits and/or intake valve sticking.",MALFER DENNIS J (US); FRANKLIN RANDALL M (US); COLUCCI WILLIAM L (US),"ETHYL CORP (Richmond, Virginia 23219-4304, US)",1998-04-09
WO/2021/058356A9,WIPO,2022-03-03,DEVICE TRANSPORT BY AIR,"The invention relates to an aerial transport device by means of connections with supply lines and cables for the transport of electricity, liquids and goods, at the limit of the atmospheres of the planets, in areas with low gravitational attraction, so that the flight can take place in the formation. The aerial transport device by means of flight devices (A, A1n, B, Bn, A4) that are in motion and connected between them, characterized in that the system can supply (P1) and simultaneously transport physical objects, liquids, and energy (P) to and from the outer space of dense atmospheres (D) and to reach the maximum limit of the environment density suitable for space flight devices (A3) with aerodynamic load as well as for horizontal air transport (A4, A2, P, An, A3).The invention is technical device for transporting in space with flying devices and move in formation flight of at least three forming connections.",MARGESCU GEORGE ALAIN (RO),MARGESCU GEORGE ALAIN (RO),2020-09-16
WO/2000/039031A1,WIPO,2000-07-06,ADVANCED TREATMENT FOR PRODUCED WATER,"Produced water, the aqueous fraction of the produced fluids generated by an oil or gas well poses a significant water treatment and disposal problem. The instant invention discloses methods and apparatus for the advanced treatment, particularly biological treatment, of produced water in an off-shore facility in order to reduce the amount of pollutants discharged with the produced water and to avoid the cost and other disadvantages of deep well injection disposal of produced water. Offshore biological treatment is disclosed in vessels designed for deployment on the sea floor, in the water collumn, and at the sea surface.",EHRLICH ROBERT T (US),AMERADA HESS CORP (US); EHRLICH ROBERT T (US),1999-12-20
EP3228684A1,EP,2017-10-11,LUBRICANT COMPOSITIONS HAVING IMPROVED FRICTIONAL CHARACTERISTICS AND METHODS OF USE THEREOF,"A lubricating oil composition, method for reducing a boundary friction coefficient of a lubricating oil composition, and method for improving fuel economy. The lubricating oil composition includes a base oil; a metal-containing phosphorus antiwear compound in an amount sufficient to provide from about 100 to about 1000 ppm by weight phosphorus based on a total weight of the lubricating oil composition, and a heat-bodied vegetable oil, different from the base oil. The base oil is present in the lubricating oil composition in an amount from about 50 wt.% to about 92 wt.% based on the total weight of the lubricating oil composition.",BENNETT CARL W (US); DEVLIN MARK T (US),"AFTON CHEMICAL CORP (Richmond, Virginia 23219, US)",2017-04-06
WO/1994/011652A1,WIPO,1994-05-26,DUAL CONCENTRIC POSITIVELY INFINITELY VARIABLE TRANSMISSION,A dual concentric positively infinitely variable transmission utilizing user input control (47) to vary transmission output (49). The input control (47) varies the orbit between the driving ring gear (21) and a driven pinion gear (23) causing both gears to variably orbit the mechanism central axis to produce a variable output (49). An input driving transfer gear (3) drives the driven input transfer gear (5) and secondary transfer gear (7) drives an orbital driven gear (9) and the balancing drive gear system (40).,CORONEL PAUL KAY (US),CORONEL PAUL KAY (US),1993-11-02
EP0870819A3,EP,1999-06-16,"Additives for minimizing intake valve deposits, and their use","Abstract of EP0870819New, highly effective detergent/dispersants for use in spark ignition fuels are described. They are Mannich condensation products formed from (i) one mole part of at least one substituted hydroxyaromatic compound having on the ring both (a) an aliphatic hydrocarbyl substituent derived from a polyolefin having a number average molecular weight in the range of about 500 to about 3000, and (b) a C1-4 alkyl; (ii) from 0.8 to 1.5 mole part(s) of aliphatic polyamine having one and only one primary or secondary amino group in the molecule capable of participating in the Mannich condensation reaction; and (iii) from 0.8 to 1.3 mole part(s) of aldehyde, provided that the mole ratio of aldehyde to amine is 1.2:1 or less. Carrier fluids such as poly(oxyalkylene) compounds further enhance the effectiveness of these Mannich condensation products in minimizing or reducing intake valve deposits and/or intake valve sticking.",MALFER DENNIS J (US); FRANKLIN RANDALL M (US); COLUCCI WILLIAM L (US),"ETHYL CORP (Richmond, Virginia 23219-4304, US)",1998-04-09
EP0870819A2,EP,1998-10-14,"Additives for minimizing intake valve deposits, and their use","New, highly effective detergent/dispersants for use in spark ignition fuels are described. They are Mannich condensation products formed from (i) one mole part of at least one substituted hydroxyaromatic compound having on the ring both (a) an aliphatic hydrocarbyl substituent derived from a polyolefin having a number average molecular weight in the range of about 500 to about 3000, and (b) a C1-4 alkyl; (ii) from 0.8 to 1.5 mole part(s) of aliphatic polyamine having one and only one primary or secondary amino group in the molecule capable of participating in the Mannich condensation reaction; and (iii) from 0.8 to 1.3 mole part(s) of aldehyde, provided that the mole ratio of aldehyde to amine is 1.2:1 or less. Carrier fluids such as poly(oxyalkylene) compounds further enhance the effectiveness of these Mannich condensation products in minimizing or reducing intake valve deposits and/or intake valve sticking.",MALFER DENNIS J (US); FRANKLIN RANDALL M (US); COLUCCI WILLIAM L (US),"ETHYL CORP (Richmond, Virginia 23219-4304, US)",1998-04-09
EP1229100B1,EP,2010-12-15,Secondary amine mannich detergents,"New, highly effective detergent/dispersants for use in spark-ignition fuels comprising Mannich condensation products formed from (i) at least one substituted hydroxyaromatic compound having on the ring both (a) an aliphatic hydrocarbyl substituent derived from a polyolefin having a number average molecular weight in the range of about 500 to about 3000, and (b) a C1-4 alkyl; (ii) at least one secondary amine; and (iii) at least one aldehyde are described. Carrier fluids such as poly(oxyalkylene) compounds further enhance the effectiveness of these Mannich condensation products in minimizing or reducing intake valve deposits and/or intake valve sticking.",MALFER DENNIS J (US); NOBLE ANDREA T (US); COLUCCI WILLIAM J (US); SHEETS ROGER M (US),"ETHYL CORP (Richmond, Virginia 23219-4304, US)",2002-02-01
EP1660818A2,EP,2006-05-31,PILOT COMBUSTOR FOR STABILIZING COMBUSTION IN GAS TURBINE ENGINES,Abstract not available for EP1660818,CORNWELL MICHAEL (US); MILOSAVLJEVIC VLADIMIR D (SE),DELAVAN INC (US); DEMAG DELAVAL IND TURBOMACHINE (SE),2004-09-03
WO/2012/024353A1,WIPO,2012-02-23,CONVERSION OF 5-(CHLOROMETHYL)-2-FURALDEHYDE INTO 5-METHYL-2-FUROIC ACID AND DERIVATIVES THEREOF,"The present invention concerns the synthesis of 5-methyl-2-furoic acid, including ester, amide, and thioester derivatives of such from 5-(chloromethyl)-2-furaldehyde (CMF). The molecules so prepared are useful as intermediates for pharmaceutical, food, and fragrance molecules; as well as fuel or fuel additives.",MIKOCHIK PETER (US); CAHANA AVIAD (US),INCITOR INC (US); MIKOCHIK PETER (US); CAHANA AVIAD (US),2011-08-17
EP0654525B1,EP,1999-04-28,Middle distillate hydrocarbon foam control agents from alkylmethylsiloxanes,,FEY KENNETH CHRISTOPHER (US); COMBS CHRISTOPHER SCOTT (US),"DOW CORNING (Midland, Michigan 48686-0994, US)",1994-11-14
WO/2004/002822A1,WIPO,2004-01-08,"METHOD FOR PRODUCING A LIFTING FORCE, AEROPLANE, TAKE OFF AND LANDING METHOD","The inventive method for producing a lifting force consists in forming a binary cyclone with the aid of thermal currents of at least one gas-jet device which are directed over the top surface of an object situated in the atmosphere of the Earth. Said binary cyclone is embodied in the form of at least one pair of contacting rotatable gas columns which are filled with said currents and flow over at least two areas situated on the top surface of said object. The inventive aeroplane comprises a top surface, at least one controlled gas-jet device and controlled aerodynamic elements, and is characterised in that the gas-jet device is arranged in such a way that the thermal currents directed over the top surface of the aeroplane produce a binary cyclone. The aerodynamic elements are arranged in such a way that the surfaces thereof are divergent from the currents of the binary cyclone. The inventive take off and landing method consists in producing the binary cyclone prior to take off and landing, in adding energy produced by fuel consumption to the currents of the binary cyclone in order to form sufficient lifting force values during take off and landing and sufficient impact air pressure currents flowing over the controlled aerodynamic elements. The displacement of the surfaces of the aerodynamic elements with respect to the currents of the binary cyclone is performed in such a way that the forces and moments stabilising the aeroplane are produced during take off and landing.",AVROUTSKI GARRI IZRAILEVICH (RU); AVROUTSKAIA IRINA GARRIEVNA (RU),AVROUTSKI GARRI IZRAILEVICH (RU); AVROUTSKAIA IRINA GARRIEVNA (RU),2003-06-26
EP3700813B1,EP,2021-07-07,MULTI-COPTER,A hybrid aircraft embodies an array of rotors for vertical flight positioned on support booms and wing elements for cruise flight coupled to a central fuselage housing avionics and a pusher propeller for forward propulsion. The aircraft accommodates a cargo-carrying container with mating of the surfaces between container and fuselage and latching mechanisms for attaching and detaching the container and vehicle.,WEEKES TERIK (US); BELARDO SEAN (US); COPE CLINT (US); OWEN COLIN (US); MERRILL DAVID (US),"ELROY AIR INC (San Francisco, CA 94124, US)",2018-10-26
EP3681751A1,EP,2020-07-22,COPOLYMER VULCANIZATES FOR USE IN CONTACT WITH OXYMETHYLENE ETHER COMPRISING MEDIA,"The present invention relates to (halogenated) copolymer vulcanizates and the use thereof in devices such as seals, tank linings, o-rings or hoses which are in contact with liquid medium comprising oxymethylene ether.",LIEBER SUSANNA (DE); KULBABA KEVIN (CA),"ARLANXEO DEUTSCHLAND GMBH (41540 Dormagen, DE); ARLANXEO CANADA INC (Sarnia, ON N7T 7M2, CA)",2018-09-10
WO/2010/135727A1,WIPO,2010-11-25,UNMANNED AUTOGYRO,"An unmanned, towable aerovehicle is described and includes a container to hold cargo, an autogyro assembly connected to the container and to provide flight characteristics, and a controller to control operation the autogyro assembly for unmanned flight. The container includes a connection to connect to a powered aircraft to provide forward motive force to power the autogyro assembly. In an example, the autogyro assembly includes a mast extending from the container, a rotatable hub on an end of the mast, and a plurality of blades connected to the hub for rotation to provide lift to the vehicle. In an example, an electrical motor rotates the blades prior to lift off to assist in take off. The electrical motor does not have enough power to sustain flight of the vehicle.",MORRIS JOHN (US); JARNOT CHUCK (US),HELIPLANE LLC; MORRIS JOHN (US); JARNOT CHUCK (US),2010-05-22
JP6288937B2,JP,2018-03-07,Aircraft lead layout verification system,A method and apparatus for verifying routing of a number of signal lines (302) in an aircraft (108). A number of pathways (208) through a volume (128) is identified in the aircraft (108) for a desired routing (134) of the number of signal lines (302) using a preferred systems layout (126) for the aircraft (108). A determination is made as to whether a designed routing (136) of the number of signal lines (302) in a design of the aircraft (108) is within the number of pathways (208) through the volume (128) for the desired routing (134) of the number of signal lines (302). The number of signal lines (302) is identified as having the desired routing (134) in response to a determination that the designed routing (136) is within the number of pathways (208) through the volume (128).,"Sharla, Michael Patrick; Campos, Alfredo Zamora; Hadley, Brent Lewis; Eames, Patrick; Taylor, Joshua M.",The Boeing Company,2013-04-23
EP1487944A1,EP,2004-12-22,CATALYTIC METAL ADDITIVE CONCENTRATE AND METHOD OF MAKING AND USING,Abstract not available for EP1487944,VALENTINE JAMES (US); SPRAGUE BARRY (US),CLEAN DIESEL TECH INC (US),2003-03-21
JP2021012729A,JP,2021-02-04,SYSTEM AND METHOD FOR IMPLEMENTING REGIONAL AIR TRANSIT NETWORK USING HYBRID-ELECTRIC AIRCRAFT,"To provide systems, apparatuses, and methods for overcoming the disadvantages of current air transportation systems that might be used for regional travel by providing a more cost effective and convenient regional air transport system.SOLUTION: In some embodiments, an air transport system, an operational method, and an associated aircraft according to the present invention include: a highly efficient plug-in series hybrid-electric powertrain (specifically optimized for aircraft operating in regional ranges); a forward compatible, range-optimized aircraft design that enables an earlier effect of electric air travel services as an overall transportation system and associated technologies are developed; and platforms for semi-automated optimization and semi-automated control of the powertrain, and for semi-automated optimization of determining a flight path for a regional distance hybrid-electric aircraft flight.SELECTED DRAWING: Figure 4",BURTON MATTHEW KNAPP; ASHISH ANDREW KUMAR,ZUNUM AERO INC,2020-10-15
EP2663614B1,EP,2019-08-07,INTEGRATED COAL TO LIQUIDS PROCESS AND SYSTEM WITH CO2 MITIGATION USING ALGAL BIOMASS,"A method is provided for producing a biofertilizer in which a cyanobacteria and other photosynthetic microorganisms naturally occurring in the type of soil to which the biofertilizer is to be applied are reproduced in a photobioreactor using by-product CO 2  and the reproduced microorganisms are incorporated in the bio fertilizer. The method may form part of an integrated coal and biomass to liquids (ICBTL) system in which a carbon-based feed is converted to liquids by direct liquefaction and optionally by indirect liquefaction and the liquids are upgraded to produce premium fuels. CO 2  produced by the process is used to produce algal biomass and photosynthetic microorganisms in a photobioreactor. Optionally, lipids extracted from the some of the algal biomass is hydroprocessed to produce fuel components and biomass residues. Some or all of the algal biomass and photosynthetic microorganisms are used to produce the natural bio fertilizer.",FIATO ROCCO A (US); BAUMAN RICHARD F (US); ZACZEPINSKI SIOMA (US); BISIO ATTILIO (US),"ACCELERGY CORP (Houston, TX 77007, US)",2011-12-12
EP3186998A1,EP,2017-07-05,SYSTEM AND METHODS FOR IMPLEMENTING REGIONAL AIR TRANSIT NETWORK USING HYBRID-ELECTRIC AIRCRAFT,"Systems, apparatuses, and methods for overcoming the disadvantages of current air transportation systems that might be used for regional travel by providing a more cost effective and convenient regional air transport system. In some embodiments, the inventive air transport system, operational methods, and associated aircraft include a highly efficient plug-in series hybrid-electric powertrain (specifically optimized for aircraft operating in regional ranges), a forward compatible, range-optimized aircraft design, enabling an earlier impact of electric-based air travel services as the overall transportation system and associated technologies are developed, and platforms for the semi-automated optimization and control of the powertrain, and for the semi-automated optimization of determining the flight path for a regional distance hybrid-electric aircraft flight. In one embodiment there is provided a powertrain (700) for an aircraft, comprising one or more energy storage units (710), a distribution bus (730) coupled to the at least one energy storage unit and optionally coupled to at least one range extending generator (720); and one or more electric propulsors (701) coupled to the distribution bus (730) to deliver thrust using electricity drawn from the distribution bus.",KNAPP BURTON MATTHEW (US); KUMAR ASHISH ANDREW (US),"TZUNUM INC (Redmond, WA 98052, US)",2015-08-27
EP2256319B1,EP,2019-05-08,Methods and systems for turbine line replaceable unit fault detection and isolation during engine startup,"Systems and methods for isolating a performance anomaly within one or more line replaceable units (LRUs) on a gas turbine engine by monitoring the start up transient are presented. The system comprises a set of sensors, an anomaly detector and a fault isolation reasoner. Each sensor of the set monitors at least one operating parameter of at least one engine component. The anomaly detector is configured to detect an anomaly in a component by comparing a particular value of an operating parameter to a base line value of that parameter. The specific cause of the startup anomaly is isolated utilizing a set of component reasoners that is based on the nature of the detected anomaly. The key events during the engine startup are identified by the combination of monitoring physically relevant phases of a startup and monitoring the engine control schedule. The values at these key events arc used for comparing at the anomaly detector",KIM KYUSUNG (US),"HONEYWELL INT INC (Morris Plains, NJ 07950, US)",2010-02-25
WO/2004/065763A2,WIPO,2004-08-05,THERMODYNAMIC CYCLES USING THERMAL DILUENT,"A thermodynamic system that produces mechanical, electrical power, and/or fluid streams for heating or cooling. The cycle contains a combustion system that produces an energetic fluid by combustion of a fuel with an oxidant. A thermal diluent may be used in the cycle to improve performance, including but not limited to power, efficiency, economics, emissions, dynamic and off-peak load performance, and/or turbine inlet temperature (TIT) regulation and cooling heated components. The cycle preferably includes a heat recovery system and a condenser or other means to recover and recycle heat and the thermal diluent from the energetic fluid to improve the cycle thermodynamic efficiency and reduce energy conversion costs. The cycle may also include controls for temperatures, pressures, and flow rates throughout the cycle, and controls power output, efficiency, and energetic fluid composition.",HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERT (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US); MASSARDO ARISTRIDE (IT),VAST POWER SYSTEMS INC (US); HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERT (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US); MASSARDO ARISTRIDE (IT),2004-01-22
EP2663614A1,EP,2013-11-20,INTEGRATED COAL TO LIQUIDS PROCESS AND SYSTEM WITH CO2 MITIGATION USING ALGAL BIOMASS,"A method is provided for producing a biofertilizer in which a cyanobacteria and other photosynthetic microorganisms naturally occurring in the type of soil to which the biofertilizer is to be applied are reproduced in a photobioreactor using by-product CO 2  and the reproduced microorganisms are incorporated in the bio fertilizer. The method may form part of an integrated coal and biomass to liquids (ICBTL) system in which a carbon-based feed is converted to liquids by direct liquefaction and optionally by indirect liquefaction and the liquids are upgraded to produce premium fuels. CO 2  produced by the process is used to produce algal biomass and photosynthetic microorganisms in a photobioreactor. Optionally, lipids extracted from the some of the algal biomass is hydroprocessed to produce fuel components and biomass residues. Some or all of the algal biomass and photosynthetic microorganisms are used to produce the natural bio fertilizer.",FIATO ROCCO A (US); BAUMAN RICHARD F (US); ZACZEPINSKI SIOMA (US); BISIO ATTILIO (US),ACCELERGY CORP (US),2011-12-12
WO/2008/045396A2,WIPO,2008-04-17,THERMODYNAMIC CYCLES WITH THERMAL DILUENT,"Thermodynamic cycles with diluent that produce mechanical power, electrical
power, and/or fluid streams for heating and/or cooling are described. Systems
contain a combustion system producing an energetic fluid by combusting fuel
with oxidant. Thermal diluent is preferably used in the cycle to improve performance,
including one or more of power, efficiency, economics, emissions, dynamic and
off-peak load performance, temperature regulation, and/or cooling heated
components. Cycles include a heat recovery system and preferably recover and
recycle thermal diluent from expanded energetic fluid to improve cycle thermodynamic
efficiency and reduce energy conversion costs. Cycles preferably include controls
for temperatures, pressures, and flow rates within a combined heat and power
(CHP) system, and controls for power, thermal output, efficiency, and/or emissions.",HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERTO (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US),VAST POWER PORTFOLIO LLC (US); HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERTO (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US),2007-10-09
WO/2008/045396A3,WIPO,2008-12-24,THERMODYNAMIC CYCLES WITH THERMAL DILUENT,"Thermodynamic cycles with diluent that produce mechanical power, electrical
power, and/or fluid streams for heating and/or cooling are described. Systems
contain a combustion system producing an energetic fluid by combusting fuel
with oxidant. Thermal diluent is preferably used in the cycle to improve performance,
including one or more of power, efficiency, economics, emissions, dynamic and
off-peak load performance, temperature regulation, and/or cooling heated
components. Cycles include a heat recovery system and preferably recover and
recycle thermal diluent from expanded energetic fluid to improve cycle thermodynamic
efficiency and reduce energy conversion costs. Cycles preferably include controls
for temperatures, pressures, and flow rates within a combined heat and power
(CHP) system, and controls for power, thermal output, efficiency, and/or emissions.",HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERTO (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US),VAST POWER PORTFOLIO LLC (US); HAGEN DAVID L (US); GINTER GARY (US); TRAVERSO ALBERTO (IT); GOHEEN BILL (US); MCGUIRE ALLAN (US); RANKIN JANET (US),2007-10-09
JP2022122967A,JP,2022-08-23,SYSTEM AND METHOD FOR IMPLEMENTING REGIONAL AIR TRANSIT NETWORK USING HYBRID-ELECTRIC AIRCRAFT,"To provide systems, apparatuses, and methods for overcoming the disadvantages of current air transportation systems that might be used for regional travel by providing a more cost effective and convenient regional air transport system.SOLUTION: In some embodiments, an air transport system, an operational method, and an associated aircraft according to the present invention include: a highly efficient plug-in series hybrid-electric powertrain (specifically optimized for aircraft operating in regional ranges); a forward compatible, range-optimized aircraft design that enables an earlier effect of electric air travel services as an overall transportation system and associated technologies are developed; and platforms for semi-automated optimization and semi-automated control of the powertrain, and for semi-automated optimization of determining a flight path for a regional distance hybrid-electric aircraft flight.SELECTED DRAWING: Figure 4",BURTON MATTHEW KNAPP; ASHISH ANDREW KUMAR,ZUNUM AERO INC,2022-06-02
WO/1998/025021A1,WIPO,1998-06-11,COMBINED ENGINE UNIT FOR AIRCRAFT,"Disclosed is a combined engine unit for aircraft that comprises outer and inner housings with air intakes and nozzles, wherein a combustion chamber with fuel injectors is disposed between said housings. This engine unit also comprises a jet engine. The inner housing contains an air channel with an annular outlet fitted with a device for creating an airflow and giving into the combustion chamber and the air channel of the jet engine, the shaft of which bears a compressor. Fuel injectors with premix chambers are positioned in the inner housing beyond the annular outlet around the periphery of said housing, so as to be capable of axial movement. The air intakes of the combustion chamber and the nozzles are equipped with regulating devices which are positioned so as to be capable of movement along and/or perpendicularly to the axis of the housing. Behind the jet engine in the inner housing is a conic cowling having its base positioned at the rear edge of the combustion chamber of the unit.",YASHIN ALEXANDR EVGENIEVICH (BY),YASHIN ALEXANDR EVGENIEVICH (BY),1997-07-07
EP3228684B1,EP,2024-02-28,LUBRICANT COMPOSITIONS HAVING IMPROVED FRICTIONAL CHARACTERISTICS AND METHODS OF USE THEREOF,"A lubricating oil composition, method for reducing a boundary friction coefficient of a lubricating oil composition, and method for improving fuel economy. The lubricating oil composition includes a base oil; a metal-containing phosphorus antiwear compound in an amount sufficient to provide from about 100 to about 1000 ppm by weight phosphorus based on a total weight of the lubricating oil composition, and a heat-bodied vegetable oil, different from the base oil. The base oil is present in the lubricating oil composition in an amount from about 50 wt.% to about 92 wt.% based on the total weight of the lubricating oil composition.",BENNETT CARL W (US); DEVLIN MARK T (US),"AFTON CHEMICAL CORP (Richmond, Virginia 23219, US)",2017-04-06
EP2312126B1,EP,2015-12-23,Power generation system and corresponding power generating method,,JOSHI NARENDRA DIGAMBER (US); TANGIRALA VENKAT ESWARLU (US); HINCKLEY KEVIN MICHAEL (US),GEN ELECTRIC (US),2009-10-08
WO/2001/030653A1,WIPO,2001-05-03,REUSABLE BOOSTER FOR THE FIRST STAGE OF A LAUNCHER,"The invention relates to space rockets and can be used in the production of all-azimuth rockets to put space vehicles onto reference orbits. The booster includes a body which contains tanks for oxidant and for fuel, a shroud for the nose section, an intertank section and a tail section, a rocket engine, an integrally rotatable wing which is directed in the axis of the accelerator during the launching stage and is directed at 90° during re-entry, a three-point landing system and a docking unit for docking with the second stage of the launcher. The booster is provided with air-breathing engines having air intakes and gas pipes with ejection nozzles protruding outside the outline. The fuel system includes tanks in the wing and consumable and balancing tanks in the nose section. The wing is mounted on the upper surface of the booster body, in the region of the intertank section. The horizontal stabilizer has the form of a surface consisting of two rotatable integral outer wings with a low negative V angle, whereby the vertical stabilizer has the form of a fin with a rudder. The cap is provided with a rotary plug for air intake.",KISELEV ANATOLY IVANOVICH (RU); MEDVEDEV ALEXANDR ALEXEEVICH (RU); TRUFANOV JURY NIKOLAEVICH (RU); RADUGIN IGOR SERGEEVICH (RU); KUZNETSOV JURY LEONIDOVICH (RU); PANKEVICH ALEXANDR ALEXANDROVI (RU); NABOISCHIKOV GENNADY FEDOROVIC (RU); USHAKOV VLADIMIR MIKHAILOVICH (RU),G KOSM N PROIZV IM M V KHRUNIC (RU); KISELEV ANATOLY IVANOVICH (RU); MEDVEDEV ALEXANDR ALEXEEVICH (RU); TRUFANOV JURY NIKOLAEVICH (RU); RADUGIN IGOR SERGEEVICH (RU); KUZNETSOV JURY LEONIDOVICH (RU); PANKEVICH ALEXANDR ALEXANDROVI (RU); NABOISCHIKOV GENNADY FEDOROVIC (RU); USHAKOV VLADIMIR MIKHAILOVICH (RU),2000-10-13
